ra_deg,dec_deg,z,x_mpc,y_mpc,d_mpc,pa_deg,inc_deg,v_los_kms,sample
150.0564441001927,2.1758154624598163,0.03047992818116838,0.11821624700256717,0.36822704350083346,120.0,-7.521600277005785,56.68234581469278,143.8788490959381,HI
152.15080571861156,2.038891885252907,0.030477203094527124,4.504636963259353,0.08145497399652639,120.0,13.18740927431978,41.70438514817504,143.06188867349354,optical
148.30098730237785,1.8849024923403714,0.02943257874240711,-3.5584038728036624,-0.24105965633998913,120.0,148.8285593202098,67.7946684464134,-170.10861353522407,HI
152.14214331682015,2.1429640023389918,0.030443475616062577,4.486494471372438,0.2994231063173138,120.0,159.39364800779043,52.92731466846792,132.9506450024642,optical
149.10156136359132,1.9905170453663996,0.029928860927537364,-1.8816854798951455,-0.019861053740829495,120.0,-0.3009518192322063,52.989999800993985,-21.326957393412982,HI
149.6339107604873,2.069818906335034,0.03046980375063512,-0.7667355102742435,0.1462283754825443,120.0,-18.731233355016233,63.886359346598006,140.84362118052155,optical
151.56466463011677,2.186666895244212,0.030560802128167953,3.2770259382044173,0.39095423117842104,120.0,118.8639684936942,36.656491610323044,168.1242484551023,optical
149.56645781148416,1.93859987537094,0.029558340806126366,-0.9080086363083872,-0.12859612030943535,120.0,0.8115341815731583,66.88320236036746,-132.40609532967503,optical
150.2367924161797,2.0019438024155614,0.030017246159138408,0.49593687673059494,0.004071090259171754,120.0,4.091870087466806,60.747910770146575,5.170268439162851,optical
147.74426092661747,1.9342046529366765,0.029604700518640475,-4.724408867569316,-0.1378014526496852,120.0,-14.732821874114666,65.41936236996605,-118.5078031628966,optical
151.21043593152564,1.6910650208932585,0.0294955209480366,2.535131086748066,-0.6470319071991036,120.0,-16.610595707477895,38.62273165590609,-151.23901499761695,optical
150.18212090534252,2.2403377266675815,0.030382300457657805,0.3814331321927822,0.5033621576528972,120.0,44.199408103771965,66.10638725105386,114.61079389575877,optical
